bitcoin,75599.0,64206.0,55900.0,11993464.0,2026-04-19 12:00:08.551302
ethereum,2330.0,1978.86,1722.87,369643.0,2026-04-19 12:00:08.551302
bitcoin,75624.0,64227.0,55918.0,11997390.0,2026-04-19 13:00:09.208322
ethereum,2333.23,1981.6,1725.25,370156.0,2026-04-19 13:00:09.208322
bitcoin,75921.0,64479.0,56138.0,12044477.0,2026-04-19 14:00:08.515213
ethereum,2338.82,1986.35,1729.39,371043.0,2026-04-19 14:00:08.515213
bitcoin,76026.0,64568.0,56215.0,12061112.0,2026-04-19 15:00:09.017190
ethereum,2339.32,1986.77,1729.75,371122.0,2026-04-19 15:00:09.017190
bitcoin,75841.0,64411.0,56079.0,12031744.0,2026-04-19 16:00:10.569935
ethereum,2330.29,1979.1,1723.07,369689.0,2026-04-19 16:00:10.569935
bitcoin,75496.0,64118.0,55824.0,11977092.0,2026-04-19 17:00:08.447889
ethereum,2312.76,1964.21,1710.11,366907.0,2026-04-19 17:00:08.447889
bitcoin,74800.0,63516.0,55309.0,11866652.0,2026-04-19 18:00:09.230377
ethereum,2298.27,1951.58,1699.4,364610.0,2026-04-19 18:00:09.230377
bitcoin,74795.0,63501.0,55305.0,11865879.0,2026-04-19 19:00:08.062053
ethereum,2296.01,1949.32,1697.73,364250.0,2026-04-19 19:00:08.062053
bitcoin,74974.0,63871.0,55532.0,11907804.0,2026-04-19 20:00:10.216783
ethereum,2300.28,1959.61,1703.78,365341.0,2026-04-19 20:00:10.216783
bitcoin,74689.0,63641.0,55399.0,11860577.0,2026-04-19 21:00:08.433529
ethereum,2282.52,1944.89,1693.02,362462.0,2026-04-19 21:00:08.433529
bitcoin,74460.0,63454.0,55217.0,11832089.0,2026-04-19 22:00:08.403497
ethereum,2278.25,1941.5,1689.47,362025.0,2026-04-19 22:00:08.403497
bitcoin,74135.0,63157.0,54973.0,11789828.0,2026-04-19 23:00:08.675
ethereum,2273.63,1936.95,1685.96,361578.0,2026-04-19 23:00:08.675
bitcoin,73855.0,62917.0,54781.0,11756253.0,2026-04-20 00:00:08.210012
ethereum,2264.7,1929.3,1679.83,360498.0,2026-04-20 00:00:08.210012
bitcoin,74345.0,63249.0,55095.0,11818296.0,2026-04-20 01:00:08.743349
ethereum,2282.59,1941.91,1691.58,362854.0,2026-04-20 01:00:08.743349
bitcoin,74623.0,63472.0,55283.0,11854666.0,2026-04-20 02:00:08.383749
ethereum,2287.16,1945.38,1694.41,363340.0,2026-04-20 02:00:08.383749
bitcoin,74456.0,63338.0,55155.0,11830634.0,2026-04-20 03:00:09.106218
ethereum,2278.92,1938.63,1688.15,362106.0,2026-04-20 03:00:09.106218
bitcoin,74653.0,63476.0,55268.0,11861240.0,2026-04-20 04:00:08.513168
ethereum,2287.47,1944.99,1693.48,363443.0,2026-04-20 04:00:08.513168
bitcoin,74581.0,63425.0,55225.0,11850919.0,2026-04-20 05:00:09.488325
ethereum,2283.81,1942.17,1691.08,362896.0,2026-04-20 05:00:09.488325
bitcoin,74278.0,63198.0,55054.0,11806792.0,2026-04-20 06:00:08.394835
ethereum,2270.67,1931.96,1683.0,360934.0,2026-04-20 06:00:08.394835
bitcoin,74790.0,63601.0,55410.0,11886874.0,2026-04-20 07:00:11.008520
ethereum,2286.03,1944.02,1693.66,363336.0,2026-04-20 07:00:11.008520
bitcoin,75286.0,63991.0,55699.0,11962139.0,2026-04-20 13:00:12.737323
ethereum,2318.63,1970.78,1715.4,368407.0,2026-04-20 13:00:12.737323
bitcoin,78061.0,66588.0,57842.0,12440975.0,2026-04-26 08:21:05.642589
ethereum,2332.39,1989.59,1728.27,371725.0,2026-04-26 08:21:05.642589
bitcoin,78061.0,66588.0,57842.0,12440975.0,2026-04-26 08:21:44.589149
ethereum,2332.39,1989.59,1728.27,371725.0,2026-04-26 08:21:44.589149
bitcoin,78061.0,66588.0,57842.0,12440975.0,2026-04-26 08:22:00.810995
ethereum,2332.39,1989.59,1728.27,371725.0,2026-04-26 08:22:00.810995
bitcoin,78046.0,66575.0,57831.0,12438629.0,2026-04-26 09:00:09.384853
ethereum,2332.89,1990.01,1728.64,371804.0,2026-04-26 09:00:09.384853
